id,site_name,site_id,cammlr_region,longitude_epsg_4326,latitude_epsg_4326,common_name,day,month,year,season_starting,penguin_count,accuracy,count_type,vantage,ref_type,ref_type2,ref_title,ref_address,ref_author,ref_journal,doi,ref_institution,ref_institution2,ref_web,ref_year,ref_original
1539,Heywood Island,HEYW,48.1,-59.685,-62.317,chinstrap penguin,6,1,1966,1965,23000,4,nests,ground,Book,NA,The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea,Cambridge United Kingdom,"J. P. Croxall ""E. D. Kirkwood"" </sub>isbn",British Antarctic Survey,NA,NA,NA,NA,1979,"</sub>address [1] ""Cambridge  United Kingdom""  </sub>author [1] ""J. P. Croxall""  ""E. D. Kirkwood""  </sub>isbn [1] ""0856650714""  </sub>publisher [1] ""British Antarctic Survey""  </sub>title [1] ""{The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea}""  </sub>year [1] ""1979""  attr( ""bibtype"") [1] ""Book"" attr( ""key"") [1] ""croxall1979distribution"" attr( ""dateobj"") [1] ""1979-01-01 CST"""
1540,Holdfast Point (mainland and offshore rocks),HOLD,48.1,-66.587,-66.792,adelie penguin,2,2,1984,1983,625,4,nests,ground,article,NA,Censuses of penguin populations of the Antarctic Peninsula 1983-1987,NA,"Sally Poncet ""J&eacute;r&ocirc;me Poncet""",British Antarctic Survey Bulletin,NA,NA,NA,NA,1987,"</sub>author [1] ""Sally Poncet""  ""J&eacute;r&ocirc;me Poncet""  </sub>journal [1] ""British Antarctic Survey Bulletin""  </sub>pages [1] ""109--129""  </sub>title [1] ""{Censuses of penguin populations of the Antarctic Peninsula 1983-1987}""  </sub>volume [1] ""77""  </sub>year [1] ""1987""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""poncet1987censuses"" attr( ""dateobj"") [1] ""1987-01-01 CST"""
1541,Holdfast Point (mainland and offshore rocks),HOLD,48.1,-66.587,-66.792,adelie penguin,17,1,2013,2012,435,1,nests,ground,article,NA,A comprehensive coastal seabird survey maps out the front lines of ecological change on the western Antarctic Peninsula,NA,"Paula Casanovas ""Ron Naveen"" ""Steve Forrest"" ""J&eacute;r&ocirc;me Poncet"" ""Heather J. Lynch""",Polar Biology,10.1007/s00300-015-1651-x,NA,NA,http://dx.doi.org/10.1007/s00300-015-1651-x,2015,"</sub>author [1] ""Paula Casanovas""  ""Ron Naveen""       ""Steve Forrest""    ""J&eacute;r&ocirc;me Poncet""    ""Heather J. Lynch""  </sub>doi [1] ""10.1007/s00300-015-1651-x""  </sub>journal [1] ""Polar Biology""  </sub>number [1] ""7""  </sub>pages [1] ""927--940""  </sub>title [1] ""{A comprehensive coastal seabird survey maps out the front lines of ecological change on the western Antarctic Peninsula}""  </sub>volume [1] ""38""  </sub>year [1] ""2015""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1007/s00300-015-1651-x""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""casanovas2015comprehensive"" attr( ""dateobj"") [1] ""2015-01-01 CST"""
1542,Holdfast Point (mainland and offshore rocks),HOLD,48.1,-66.587,-66.792,adelie penguin,17,1,2013,2012,721,1,chicks,ground,article,NA,A comprehensive coastal seabird survey maps out the front lines of ecological change on the western Antarctic Peninsula,NA,"Paula Casanovas ""Ron Naveen"" ""Steve Forrest"" ""J&eacute;r&ocirc;me Poncet"" ""Heather J. Lynch""",Polar Biology,10.1007/s00300-015-1651-x,NA,NA,http://dx.doi.org/10.1007/s00300-015-1651-x,2015,"</sub>author [1] ""Paula Casanovas""  ""Ron Naveen""       ""Steve Forrest""    ""J&eacute;r&ocirc;me Poncet""    ""Heather J. Lynch""  </sub>doi [1] ""10.1007/s00300-015-1651-x""  </sub>journal [1] ""Polar Biology""  </sub>number [1] ""7""  </sub>pages [1] ""927--940""  </sub>title [1] ""{A comprehensive coastal seabird survey maps out the front lines of ecological change on the western Antarctic Peninsula}""  </sub>volume [1] ""38""  </sub>year [1] ""2015""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1007/s00300-015-1651-x""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""casanovas2015comprehensive"" attr( ""dateobj"") [1] ""2015-01-01 CST"""
1543,Cape Hooker,HOOK,48.1,-61.963,-63.334,chinstrap penguin,5,2,1987,1986,17500,4,adults,offshore vessel,article,NA,Surveys of breeding Chinstrap penguins in the South Shetland Island Antarctica,NA,"W. D. Shuford ""Larry B. Spear""",British Antarctic Survey Bulletin,NA,NA,NA,NA,1988,"</sub>author [1] ""W. D. Shuford""  ""Larry B. Spear""  </sub>journal [1] ""British Antarctic Survey Bulletin""  </sub>pages [1] ""19--30""  </sub>title [1] ""{Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica}""  </sub>volume [1] ""81""  </sub>year [1] ""1988""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""shuford1988surveys"" attr( ""dateobj"") [1] ""1988-01-01 CST"""
1544,Cape Hooker,HOOK,48.1,-61.963,-63.334,chinstrap penguin,9,1,2020,2019,10000,5,nests,vhr,article,NA,A global population assessment of the chinstrap penguin (Pygoscelis antarctica),NA,"Noah Strycker ""Michael Wethington"" ""Alex Borowicz"" ""Steve Forrest"" ""Chandi Witharana"" ""Tom Hart"" [7] ""Heather J. Lynch""",Scientific Reports,10.1038/s41598-020-76479-3,NA,NA,https://doi.org/10.1038/s41598-020-76479-3,2020,"</sub>author [1] ""Noah Strycker""      ""Michael Wethington"" ""Alex Borowicz""      ""Steve Forrest""      ""Chandi Witharana""   ""Tom Hart""           [7] ""Heather J. Lynch""    </sub>doi [1] ""10.1038/s41598-020-76479-3""  </sub>journal [1] ""Scientific Reports""  </sub>number [1] ""1""  </sub>pages [1] ""1--11""  </sub>title [1] ""{A global population assessment of the chinstrap penguin .\emph{Pygoscelis antarctica}})""  </sub>volume [1] ""10""  </sub>year [1] ""2020""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.1038/s41598-020-76479-3""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""strycker2020a-global"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
1545,Hope Bay,HOPE,48.1,-56.998,-63.397,adelie penguin,NA,NA,1955,1955,60000,4,nests,NA,Book,NA,The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea,Cambridge United Kingdom,"J. P. Croxall ""E. D. Kirkwood"" </sub>isbn",British Antarctic Survey,NA,NA,NA,NA,1979,"</sub>address [1] ""Cambridge  United Kingdom""  </sub>author [1] ""J. P. Croxall""  ""E. D. Kirkwood""  </sub>isbn [1] ""0856650714""  </sub>publisher [1] ""British Antarctic Survey""  </sub>title [1] ""{The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea}""  </sub>year [1] ""1979""  attr( ""bibtype"") [1] ""Book"" attr( ""key"") [1] ""croxall1979distribution"" attr( ""dateobj"") [1] ""1979-01-01 CST"""
1546,Hope Bay,HOPE,48.1,-56.998,-63.397,adelie penguin,NA,NA,1963,1963,74264,3,nests,NA,Book,NA,The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea,Cambridge United Kingdom,"J. P. Croxall ""E. D. Kirkwood"" </sub>isbn",British Antarctic Survey,NA,NA,NA,NA,1979,"</sub>address [1] ""Cambridge  United Kingdom""  </sub>author [1] ""J. P. Croxall""  ""E. D. Kirkwood""  </sub>isbn [1] ""0856650714""  </sub>publisher [1] ""British Antarctic Survey""  </sub>title [1] ""{The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea}""  </sub>year [1] ""1979""  attr( ""bibtype"") [1] ""Book"" attr( ""key"") [1] ""croxall1979distribution"" attr( ""dateobj"") [1] ""1979-01-01 CST"""
1547,Hope Bay,HOPE,48.1,-56.998,-63.397,adelie penguin,NA,NA,1979,1979,117095,1,nests,NA,Book,NA,Distribution and abundance of Antarctic and sub-Antarctic penguins: A synthesis of current knowledge,Cambridge United Kingdom,G. Wilson </sub>publisher,NA,NA,Scientific Committee on Antarctic Research (SCAR) </sub>series,{BIOMASS Scientific Series},http://www.birds.scar.org/activities/meetings/BIOMASS_Scientific_Survey_04_Wilson_Penguins.pdf,1983,"</sub>address [1] ""Cambridge  United Kingdom""  </sub>author [1] ""G. Wilson""  </sub>publisher [1] ""Scientific Committee on Antarctic Research (SCAR)""  </sub>series [1] ""{BIOMASS Scientific Series}""  </sub>title [1] ""{Distribution and abundance of Antarctic and sub-Antarctic penguins: A synthesis of current knowledge}""  </sub>volume [1] ""4""  </sub>year [1] ""1983""  </sub>`bdsk-url-1` [1] ""http://www.birds.scar.org/activities/meetings/BIOMASS_Scientific_Survey_04_Wilson_Penguins.pdf""  attr( ""bibtype"") [1] ""Book"" attr( ""key"") [1] ""wilson1983distribution"" attr( ""dateobj"") [1] ""1983-01-01 CST"""
1548,Hope Bay,HOPE,48.1,-56.998,-63.397,adelie penguin,27,10,1985,1985,123850,1,nests,ground,article,NA,Numbers of Adélie penguins breeding at Hope Bay and Seymour Island rookeries (West Antarctica) in 1985,NA,"Andrzej Myrcha ""Andrzej Tatur"" ""Rodolfo del Valle""",Polish Polar Research,NA,NA,NA,NA,1987,"</sub>author [1] ""Andrzej Myrcha""    ""Andrzej Tatur""     ""Rodolfo del Valle""  </sub>journal [1] ""Polish Polar Research""  </sub>number [1] ""4""  </sub>pages [1] ""411--422""  </sub>title [1] ""{Numbers of Ad&eacute;lie penguins breeding at Hope Bay and Seymour Island rookeries (West Antarctica) in 1985}""  </sub>volume [1] ""8""  </sub>year [1] ""1987""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""myrcha1987numbers"" attr( ""dateobj"") [1] ""1987-01-01 CST"""
1549,Hope Bay,HOPE,48.1,-56.998,-63.397,adelie penguin,5,2,2011,2010,104182,5,nests,vhr,article,NA,First global census of the Adélie Penguin,NA,"Heather J. Lynch ""Michelle A. LaRue""",The Auk,10.1642/AUK-14-31.1,NA,NA,http://dx.doi.org/10.1642/AUK-14-31.1,2014,"</sub>author [1] ""Heather J. Lynch""  ""Michelle A. LaRue""  </sub>doi [1] ""10.1642/AUK-14-31.1""  </sub>journal [1] ""The Auk""  </sub>number [1] ""4""  </sub>pages [1] ""457--466""  </sub>title [1] ""{First global census of the Ad&eacute;lie Penguin}""  </sub>volume [1] ""131""  </sub>year [1] ""2014""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1642/AUK-14-31.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2014global"" attr( ""dateobj"") [1] ""2014-01-01 CST"""
1550,Hope Bay,HOPE,48.1,-56.998,-63.397,adelie penguin,NA,NA,2012,2012,104139,3,nests,ground,article,NA,Abundance estimation of Adélie penguins at the Esperanza/Hope Bay mega colony,NA,"Maria Mercedes Santos ""Jefferson T. Hinke"" ""Nestor R. Coria"" ""Bruno Fusaro""  ""Anah&iacute; Silvestro"" [6] ""Mariana A. Ju&aacute;res""",Polar Biology,10.1007/s00300-018-2373-7,NA,NA,https://doi.org/10.1007/s00300-018-2373-7,2018,"</sub>author [1] ""Mar&iacute;a Mercedes Santos"" ""Jefferson T. Hinke""    ""N&eacute;stor R. Coria""       ""Bruno Fusaro""          ""Anah&iacute; Silvestro""       [6] ""Mariana A. Ju&aacute;res""      </sub>doi [1] ""10.1007/s00300-018-2373-7""  </sub>journal [1] ""Polar Biology""  </sub>number [1] ""11""  </sub>pages [1] ""2337--2342""  </sub>title [1] ""{Abundance estimation of Ad&eacute;lie penguins at the Esperanza/Hope Bay mega colony}""  </sub>volume [1] ""41""  </sub>year [1] ""2018""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.1007/s00300-018-2373-7""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""santos2018abundance"" attr( ""dateobj"") [1] ""2018-01-01 CST"""
1551,Hope Bay,HOPE,48.1,-56.998,-63.397,gentoo penguin,1,1,2015,2014,519,1,nests,ground,Dataset - Unpublished,NA,Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset,NA,Heather J. Lynch,NA,NA,NA,NA,NA,2022,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
1552,Hope Bay,HOPE,48.1,-56.998,-63.397,gentoo penguin,23,12,2017,2017,467,1,nests,ground,Dataset - Unpublished,NA,Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset,NA,Heather J. Lynch,NA,NA,NA,NA,NA,2022,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
1553,Cape Hooker Rock (south),HORS,48.1,-61.982,-63.345,chinstrap penguin,5,2,1987,1986,4500,3,adults,offshore vessel,article,NA,Surveys of breeding Chinstrap penguins in the South Shetland Island Antarctica,NA,"W. D. Shuford ""Larry B. Spear""",British Antarctic Survey Bulletin,NA,NA,NA,NA,1988,"</sub>author [1] ""W. D. Shuford""  ""Larry B. Spear""  </sub>journal [1] ""British Antarctic Survey Bulletin""  </sub>pages [1] ""19--30""  </sub>title [1] ""{Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica}""  </sub>volume [1] ""81""  </sub>year [1] ""1988""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""shuford1988surveys"" attr( ""dateobj"") [1] ""1988-01-01 CST"""
1554,Cape Hooker Rock (south),HORS,48.1,-61.982,-63.345,chinstrap penguin,9,1,2020,2019,200,5,nests,vhr,article,NA,A global population assessment of the chinstrap penguin (Pygoscelis antarctica),NA,"Noah Strycker ""Michael Wethington"" ""Alex Borowicz"" ""Steve Forrest"" ""Chandi Witharana"" ""Tom Hart"" [7] ""Heather J. Lynch""",Scientific Reports,10.1038/s41598-020-76479-3,NA,NA,https://doi.org/10.1038/s41598-020-76479-3,2020,"</sub>author [1] ""Noah Strycker""      ""Michael Wethington"" ""Alex Borowicz""      ""Steve Forrest""      ""Chandi Witharana""   ""Tom Hart""           [7] ""Heather J. Lynch""    </sub>doi [1] ""10.1038/s41598-020-76479-3""  </sub>journal [1] ""Scientific Reports""  </sub>number [1] ""1""  </sub>pages [1] ""1--11""  </sub>title [1] ""{A global population assessment of the chinstrap penguin .\emph{Pygoscelis antarctica}})""  </sub>volume [1] ""10""  </sub>year [1] ""2020""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.1038/s41598-020-76479-3""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""strycker2020a-global"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
1555,Hovgaard Island,HOVG,48.1,-64.126,-65.131,gentoo penguin,17,2,2018,2017,2301,1,chicks,ground,Dataset - Unpublished,NA,Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset,NA,Heather J. Lynch,NA,NA,NA,NA,NA,2022,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
1556,Hall Peninsula (northeast),HPNE,48.1,-61.241,-62.769,chinstrap penguin,8,2,1987,1986,3000,3,adults,offshore vessel,article,NA,Surveys of breeding Chinstrap penguins in the South Shetland Island Antarctica,NA,"W. D. Shuford ""Larry B. Spear""",British Antarctic Survey Bulletin,NA,NA,NA,NA,1988,"</sub>author [1] ""W. D. Shuford""  ""Larry B. Spear""  </sub>journal [1] ""British Antarctic Survey Bulletin""  </sub>pages [1] ""19--30""  </sub>title [1] ""{Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica}""  </sub>volume [1] ""81""  </sub>year [1] ""1988""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""shuford1988surveys"" attr( ""dateobj"") [1] ""1988-01-01 CST"""
1557,Hall Peninsula (northeast),HPNE,48.1,-61.241,-62.769,chinstrap penguin,30,1,2020,2019,1513,1,chicks,ground,article,NA,A global population assessment of the chinstrap penguin (Pygoscelis antarctica),NA,"Noah Strycker ""Michael Wethington"" ""Alex Borowicz"" ""Steve Forrest"" ""Chandi Witharana"" ""Tom Hart"" [7] ""Heather J. Lynch""",Scientific Reports,10.1038/s41598-020-76479-3,NA,NA,https://doi.org/10.1038/s41598-020-76479-3,2020,"</sub>author [1] ""Noah Strycker""      ""Michael Wethington"" ""Alex Borowicz""      ""Steve Forrest""      ""Chandi Witharana""   ""Tom Hart""           [7] ""Heather J. Lynch""    </sub>doi [1] ""10.1038/s41598-020-76479-3""  </sub>journal [1] ""Scientific Reports""  </sub>number [1] ""1""  </sub>pages [1] ""1--11""  </sub>title [1] ""{A global population assessment of the chinstrap penguin .\emph{Pygoscelis antarctica}})""  </sub>volume [1] ""10""  </sub>year [1] ""2020""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.1038/s41598-020-76479-3""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""strycker2020a-global"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
1558,Hall Peninsula (northeast),HPNE,48.1,-61.241,-62.769,chinstrap penguin,21,1,2022,2021,1052,1,nests,ground,Dataset - Unpublished,NA,Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset,NA,Heather J. Lynch,NA,NA,NA,NA,NA,2022,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
1559,Hall Peninsula (northeast),HPNE,48.1,-61.241,-62.769,macaroni penguin,21,1,2022,2021,4,1,adults,ground,Dataset - Unpublished,NA,Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset,NA,Heather J. Lynch,NA,NA,NA,NA,NA,2022,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
1560,Hall Peninsula (northeast),HPNE,48.1,-61.241,-62.769,macaroni penguin,21,1,2022,2021,1,1,chicks,ground,Dataset - Unpublished,NA,Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset,NA,Heather J. Lynch,NA,NA,NA,NA,NA,2022,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
1561,Hall Peninsula (southwest),HPSW,48.1,-61.244,-62.775,chinstrap penguin,8,2,1987,1986,2000,3,adults,offshore vessel,article,NA,Surveys of breeding Chinstrap penguins in the South Shetland Island Antarctica,NA,"W. D. Shuford ""Larry B. Spear""",British Antarctic Survey Bulletin,NA,NA,NA,NA,1988,"</sub>author [1] ""W. D. Shuford""  ""Larry B. Spear""  </sub>journal [1] ""British Antarctic Survey Bulletin""  </sub>pages [1] ""19--30""  </sub>title [1] ""{Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica}""  </sub>volume [1] ""81""  </sub>year [1] ""1988""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""shuford1988surveys"" attr( ""dateobj"") [1] ""1988-01-01 CST"""
1562,Hall Peninsula (southwest),HPSW,48.1,-61.244,-62.775,chinstrap penguin,15,12,2011,2011,1316,1,nests,ground,article,NA,Antarctic Site Inventory breeding bird survey data 1994-2013: Ecological Archives E094-243,NA,"Heather J. Lynch ""Ron Naveen"" ""Paula Casanovas""",Ecology,10.1890/13-1108.1,NA,NA,http://dx.doi.org/10.1890/13-1108.1,2013,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
1563,Hall Peninsula (southwest),HPSW,48.1,-61.244,-62.775,chinstrap penguin,30,1,2020,2019,1029,1,chicks,ground,article,NA,A global population assessment of the chinstrap penguin (Pygoscelis antarctica),NA,"Noah Strycker ""Michael Wethington"" ""Alex Borowicz"" ""Steve Forrest"" ""Chandi Witharana"" ""Tom Hart"" [7] ""Heather J. Lynch""",Scientific Reports,10.1038/s41598-020-76479-3,NA,NA,https://doi.org/10.1038/s41598-020-76479-3,2020,"</sub>author [1] ""Noah Strycker""      ""Michael Wethington"" ""Alex Borowicz""      ""Steve Forrest""      ""Chandi Witharana""   ""Tom Hart""           [7] ""Heather J. Lynch""    </sub>doi [1] ""10.1038/s41598-020-76479-3""  </sub>journal [1] ""Scientific Reports""  </sub>number [1] ""1""  </sub>pages [1] ""1--11""  </sub>title [1] ""{A global population assessment of the chinstrap penguin .\emph{Pygoscelis antarctica}})""  </sub>volume [1] ""10""  </sub>year [1] ""2020""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.1038/s41598-020-76479-3""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""strycker2020a-global"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
