id,site_name,site_id,cammlr_region,longitude_epsg_4326,latitude_epsg_4326,common_name,day,month,year,season_starting,penguin_count,accuracy,count_type,vantage,ref_type,ref_type2,ref_title,ref_address,ref_author,ref_journal,doi,ref_institution,ref_institution2,ref_web,ref_year,ref_original
1511,Hannah Point,HANN,48.1,-60.613,-62.654,macaroni penguin,16,1,2014,2013,2,1,nests,ground,Dataset - Unpublished,NA,Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset,NA,Heather J. Lynch,NA,NA,NA,NA,NA,2022,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
1512,Hannah Point,HANN,48.1,-60.613,-62.654,macaroni penguin,24,1,2015,2014,0,1,nests,ground,Dataset - Unpublished,NA,Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset,NA,Heather J. Lynch,NA,NA,NA,NA,NA,2022,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
1513,Hannah Point,HANN,48.1,-60.613,-62.654,macaroni penguin,28,1,2016,2015,0,1,nests,ground,Dataset - Unpublished,NA,Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset,NA,Heather J. Lynch,NA,NA,NA,NA,NA,2022,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
1514,Hannah Point,HANN,48.1,-60.613,-62.654,macaroni penguin,25,2,2016,2015,0,1,nests,ground,Dataset - Unpublished,NA,Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset,NA,Heather J. Lynch,NA,NA,NA,NA,NA,2022,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
1515,"Cape Hansen, Coronation Island",HANS,48.2,-45.584,-60.659,adelie penguin,28,12,1978,1978,10000,4,nests,NA,Book,NA,The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea,Cambridge United Kingdom,"J. P. Croxall ""E. D. Kirkwood"" </sub>isbn",British Antarctic Survey,NA,NA,NA,NA,1979,"</sub>address [1] ""Cambridge  United Kingdom""  </sub>author [1] ""J. P. Croxall""  ""E. D. Kirkwood""  </sub>isbn [1] ""0856650714""  </sub>publisher [1] ""British Antarctic Survey""  </sub>title [1] ""{The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea}""  </sub>year [1] ""1979""  attr( ""bibtype"") [1] ""Book"" attr( ""key"") [1] ""croxall1979distribution"" attr( ""dateobj"") [1] ""1979-01-01 CST"""
1516,"Cape Hansen, Coronation Island",HANS,48.2,-45.584,-60.659,adelie penguin,17,12,2003,2003,13381,3,nests,ground,article,NA,Antarctic Site Inventory breeding bird survey data 1994-2013: Ecological Archives E094-243,NA,"Heather J. Lynch ""Ron Naveen"" ""Paula Casanovas""",Ecology,10.1890/13-1108.1,NA,NA,http://dx.doi.org/10.1890/13-1108.1,2013,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
1517,"Cape Hansen, Coronation Island",HANS,48.2,-45.584,-60.659,adelie penguin,17,1,2012,2011,5980,5,nests,vhr,article,NA,First global census of the Adélie Penguin,NA,"Heather J. Lynch ""Michelle A. LaRue""",The Auk,10.1642/AUK-14-31.1,NA,NA,http://dx.doi.org/10.1642/AUK-14-31.1,2014,"</sub>author [1] ""Heather J. Lynch""  ""Michelle A. LaRue""  </sub>doi [1] ""10.1642/AUK-14-31.1""  </sub>journal [1] ""The Auk""  </sub>number [1] ""4""  </sub>pages [1] ""457--466""  </sub>title [1] ""{First global census of the Ad&eacute;lie Penguin}""  </sub>volume [1] ""131""  </sub>year [1] ""2014""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1642/AUK-14-31.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2014global"" attr( ""dateobj"") [1] ""2014-01-01 CST"""
1518,Harmony Point (east),HARE,48.1,-59.186,-62.268,chinstrap penguin,19,12,1971,1971,50000,4,nests,ground,Book,NA,The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea,Cambridge United Kingdom,"J. P. Croxall ""E. D. Kirkwood"" </sub>isbn",British Antarctic Survey,NA,NA,NA,NA,1979,"</sub>address [1] ""Cambridge  United Kingdom""  </sub>author [1] ""J. P. Croxall""  ""E. D. Kirkwood""  </sub>isbn [1] ""0856650714""  </sub>publisher [1] ""British Antarctic Survey""  </sub>title [1] ""{The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea}""  </sub>year [1] ""1979""  attr( ""bibtype"") [1] ""Book"" attr( ""key"") [1] ""croxall1979distribution"" attr( ""dateobj"") [1] ""1979-01-01 CST"""
1519,Harmony Point (east),HARE,48.1,-59.186,-62.268,chinstrap penguin,1,2,1987,1986,1750,3,adults,offshore vessel,article,NA,Surveys of breeding Chinstrap penguins in the South Shetland Island Antarctica,NA,"W. D. Shuford ""Larry B. Spear""",British Antarctic Survey Bulletin,NA,NA,NA,NA,1988,"</sub>author [1] ""W. D. Shuford""  ""Larry B. Spear""  </sub>journal [1] ""British Antarctic Survey Bulletin""  </sub>pages [1] ""19--30""  </sub>title [1] ""{Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica}""  </sub>volume [1] ""81""  </sub>year [1] ""1988""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""shuford1988surveys"" attr( ""dateobj"") [1] ""1988-01-01 CST"""
1520,Harmony Point (east),HARE,48.1,-59.186,-62.268,chinstrap penguin,9,1,2014,2013,1000,5,nests,vhr,article,NA,A global population assessment of the chinstrap penguin (Pygoscelis antarctica),NA,"Noah Strycker ""Michael Wethington"" ""Alex Borowicz"" ""Steve Forrest"" ""Chandi Witharana"" ""Tom Hart"" [7] ""Heather J. Lynch""",Scientific Reports,10.1038/s41598-020-76479-3,NA,NA,https://doi.org/10.1038/s41598-020-76479-3,2020,"</sub>author [1] ""Noah Strycker""      ""Michael Wethington"" ""Alex Borowicz""      ""Steve Forrest""      ""Chandi Witharana""   ""Tom Hart""           [7] ""Heather J. Lynch""    </sub>doi [1] ""10.1038/s41598-020-76479-3""  </sub>journal [1] ""Scientific Reports""  </sub>number [1] ""1""  </sub>pages [1] ""1--11""  </sub>title [1] ""{A global population assessment of the chinstrap penguin .\emph{Pygoscelis antarctica}})""  </sub>volume [1] ""10""  </sub>year [1] ""2020""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.1038/s41598-020-76479-3""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""strycker2020a-global"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
1521,Harmony Point (east),HARE,48.1,-59.186,-62.268,chinstrap penguin,11,12,2016,2016,989,2,nests,uav,article,NA,Using fixed-wing UAV for detecting and mapping the distribution and abundance of penguins on the South Shetlands Islands Antarctica,NA,"Christian Pfeifer ""Andres Barbosa""  ""Osama Mustafa""  ""Hans-Ulrich Peter"" ""Marie-Charlott R&uuml;mmler"" [6] ""Alexander Brenning""",Drones,10.3390/drones3020039,NA,NA,https://doi.org/10.3390/drones3020039,2019,"</sub>author [1] ""Christian Pfeifer""      ""Andr&eacute;s Barbosa""         ""Osama Mustafa""          ""Hans-Ulrich Peter""      ""Marie-Charlott R&uuml;mmler"" [6] ""Alexander Brenning""      </sub>doi [1] ""10.3390/drones3020039""  </sub>journal [1] ""Drones""  </sub>number [1] ""2""  </sub>pages [1] ""39""  </sub>title [1] ""{Using fixed-wing UAV for detecting and mapping the distribution and abundance of penguins on the South Shetlands Islands  Antarctica}""  </sub>volume [1] ""3""  </sub>year [1] ""2019""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.3390/drones3020039""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""pfeifer2019using"" attr( ""dateobj"") [1] ""2019-01-01 CST"""
1522,Harmony Point,HARM,48.1,-59.242,-62.306,chinstrap penguin,19,12,1971,1971,50000,4,nests,ground,NA,NA,A survey of twenty-four rookeries of pygoscelid penguins in the Antarctic Peninsula region,Baltimore United States,"Christine M&uuml;ller-Schwarze ""Dietland M&uuml;ller-Schwarze""",NA,NA,{The biology of penguins},Bernard Stonehouse. University Park Press,NA,1975,"</sub>address [1] ""Baltimore  United States""  </sub>author [1] ""Christine M&uuml;ller-Schwarze"" ""Dietland M&uuml;ller-Schwarze""   </sub>booktitle [1] ""{The biology of penguins}""  </sub>editor [1] ""Bernard Stonehouse""  </sub>isbn [1] ""978-0333167915""  </sub>pages [1] ""309--320""  </sub>publisher [1] ""University Park Press""  </sub>title [1] ""{A survey of twenty-four rookeries of pygoscelid penguins in the Antarctic Peninsula region}""  </sub>year [1] ""1975""  attr( ""bibtype"") [1] ""InCollection"" attr( ""key"") [1] ""muller-schwarze1975survey"" attr( ""dateobj"") [1] ""1975-01-01 CST"""
1523,Harmony Point,HARM,48.1,-59.242,-62.306,chinstrap penguin,1,2,1987,1986,300000,5,adults,offshore vessel,article,NA,Surveys of breeding Chinstrap penguins in the South Shetland Island Antarctica,NA,"W. D. Shuford ""Larry B. Spear""",British Antarctic Survey Bulletin,NA,NA,NA,NA,1988,"</sub>author [1] ""W. D. Shuford""  ""Larry B. Spear""  </sub>journal [1] ""British Antarctic Survey Bulletin""  </sub>pages [1] ""19--30""  </sub>title [1] ""{Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica}""  </sub>volume [1] ""81""  </sub>year [1] ""1988""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""shuford1988surveys"" attr( ""dateobj"") [1] ""1988-01-01 CST"""
1524,Harmony Point,HARM,48.1,-59.242,-62.306,chinstrap penguin,NA,NA,1988,1988,110875,2,nests,ground,article,NA,The status of breeding birds at Harmony Point Nelson Island Antarctica in summer 1995/96,NA,"M. Patricia Silva ""Marco Favero"" ""Ricardo J. Casaux"" ""Andrea Baroni""",Marine Ornithology,NA,NA,NA,http://www.marineornithology.org/PDF/26/26_12.pdf,1998,"</sub>author [1] ""M. Patricia Silva"" ""Marco Favero""      ""Ricardo J. Casaux"" ""Andrea Baroni""      </sub>journal [1] ""Marine Ornithology""  </sub>number [1] ""1""  </sub>pages [1] ""75--78""  </sub>title [1] ""{The status of breeding birds at Harmony Point  Nelson Island  Antarctica in summer 1995/96}""  </sub>volume [1] ""26""  </sub>year [1] ""1998""  </sub>`bdsk-url-1` [1] ""http://www.marineornithology.org/PDF/26/26_12.pdf""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""silva1998status"" attr( ""dateobj"") [1] ""1998-01-01 CST"""
1525,Harmony Point,HARM,48.1,-59.242,-62.306,chinstrap penguin,NA,NA,1995,1995,89685,2,nests,ground,article,NA,The status of breeding birds at Harmony Point Nelson Island Antarctica in summer 1995/96,NA,"M. Patricia Silva ""Marco Favero"" ""Ricardo J. Casaux"" ""Andrea Baroni""",Marine Ornithology,NA,NA,NA,http://www.marineornithology.org/PDF/26/26_12.pdf,1998,"</sub>author [1] ""M. Patricia Silva"" ""Marco Favero""      ""Ricardo J. Casaux"" ""Andrea Baroni""      </sub>journal [1] ""Marine Ornithology""  </sub>number [1] ""1""  </sub>pages [1] ""75--78""  </sub>title [1] ""{The status of breeding birds at Harmony Point  Nelson Island  Antarctica in summer 1995/96}""  </sub>volume [1] ""26""  </sub>year [1] ""1998""  </sub>`bdsk-url-1` [1] ""http://www.marineornithology.org/PDF/26/26_12.pdf""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""silva1998status"" attr( ""dateobj"") [1] ""1998-01-01 CST"""
1526,Harmony Point,HARM,48.1,-59.242,-62.306,chinstrap penguin,9,1,2014,2013,3000,5,nests,vhr,article,NA,A global population assessment of the chinstrap penguin (Pygoscelis antarctica),NA,"Noah Strycker ""Michael Wethington"" ""Alex Borowicz"" ""Steve Forrest"" ""Chandi Witharana"" ""Tom Hart"" [7] ""Heather J. Lynch""",Scientific Reports,10.1038/s41598-020-76479-3,NA,NA,https://doi.org/10.1038/s41598-020-76479-3,2020,"</sub>author [1] ""Noah Strycker""      ""Michael Wethington"" ""Alex Borowicz""      ""Steve Forrest""      ""Chandi Witharana""   ""Tom Hart""           [7] ""Heather J. Lynch""    </sub>doi [1] ""10.1038/s41598-020-76479-3""  </sub>journal [1] ""Scientific Reports""  </sub>number [1] ""1""  </sub>pages [1] ""1--11""  </sub>title [1] ""{A global population assessment of the chinstrap penguin .\emph{Pygoscelis antarctica}})""  </sub>volume [1] ""10""  </sub>year [1] ""2020""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.1038/s41598-020-76479-3""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""strycker2020a-global"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
1527,Harmony Point,HARM,48.1,-59.242,-62.306,gentoo penguin,NA,12,1971,1971,800,3,nests,ground,Book,NA,The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea,Cambridge United Kingdom,"J. P. Croxall ""E. D. Kirkwood"" </sub>isbn",British Antarctic Survey,NA,NA,NA,NA,1979,"</sub>address [1] ""Cambridge  United Kingdom""  </sub>author [1] ""J. P. Croxall""  ""E. D. Kirkwood""  </sub>isbn [1] ""0856650714""  </sub>publisher [1] ""British Antarctic Survey""  </sub>title [1] ""{The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea}""  </sub>year [1] ""1979""  attr( ""bibtype"") [1] ""Book"" attr( ""key"") [1] ""croxall1979distribution"" attr( ""dateobj"") [1] ""1979-01-01 CST"""
1528,Harmony Point,HARM,48.1,-59.242,-62.306,gentoo penguin,NA,NA,1988,1988,3957,1,nests,ground,article,NA,The status of breeding birds at Harmony Point Nelson Island Antarctica in summer 1995/96,NA,"M. Patricia Silva ""Marco Favero"" ""Ricardo J. Casaux"" ""Andrea Baroni""",Marine Ornithology,NA,NA,NA,http://www.marineornithology.org/PDF/26/26_12.pdf,1998,"</sub>author [1] ""M. Patricia Silva"" ""Marco Favero""      ""Ricardo J. Casaux"" ""Andrea Baroni""      </sub>journal [1] ""Marine Ornithology""  </sub>number [1] ""1""  </sub>pages [1] ""75--78""  </sub>title [1] ""{The status of breeding birds at Harmony Point  Nelson Island  Antarctica in summer 1995/96}""  </sub>volume [1] ""26""  </sub>year [1] ""1998""  </sub>`bdsk-url-1` [1] ""http://www.marineornithology.org/PDF/26/26_12.pdf""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""silva1998status"" attr( ""dateobj"") [1] ""1998-01-01 CST"""
1529,Harmony Point,HARM,48.1,-59.242,-62.306,gentoo penguin,NA,NA,1995,1995,3347,1,nests,ground,article,NA,The status of breeding birds at Harmony Point Nelson Island Antarctica in summer 1995/96,NA,"M. Patricia Silva ""Marco Favero"" ""Ricardo J. Casaux"" ""Andrea Baroni""",Marine Ornithology,NA,NA,NA,http://www.marineornithology.org/PDF/26/26_12.pdf,1998,"</sub>author [1] ""M. Patricia Silva"" ""Marco Favero""      ""Ricardo J. Casaux"" ""Andrea Baroni""      </sub>journal [1] ""Marine Ornithology""  </sub>number [1] ""1""  </sub>pages [1] ""75--78""  </sub>title [1] ""{The status of breeding birds at Harmony Point  Nelson Island  Antarctica in summer 1995/96}""  </sub>volume [1] ""26""  </sub>year [1] ""1998""  </sub>`bdsk-url-1` [1] ""http://www.marineornithology.org/PDF/26/26_12.pdf""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""silva1998status"" attr( ""dateobj"") [1] ""1998-01-01 CST"""
1530,Hennequin Point,HENN,48.1,-58.396,-62.124,chinstrap penguin,NA,NA,1956,1956,NA,NA,nests,ground,Book,NA,The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea,Cambridge United Kingdom,"J. P. Croxall ""E. D. Kirkwood"" </sub>isbn",British Antarctic Survey,NA,NA,NA,NA,1979,"</sub>address [1] ""Cambridge  United Kingdom""  </sub>author [1] ""J. P. Croxall""  ""E. D. Kirkwood""  </sub>isbn [1] ""0856650714""  </sub>publisher [1] ""British Antarctic Survey""  </sub>title [1] ""{The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea}""  </sub>year [1] ""1979""  attr( ""bibtype"") [1] ""Book"" attr( ""key"") [1] ""croxall1979distribution"" attr( ""dateobj"") [1] ""1979-01-01 CST"""
1531,Heroina Island,HERO,48.1,-54.608,-63.394,adelie penguin,1,12,1996,1996,276938,2,nests,ground,article,NA,Antarctic Site Inventory breeding bird survey data 1994-2013: Ecological Archives E094-243,NA,"Heather J. Lynch ""Ron Naveen"" ""Paula Casanovas""",Ecology,10.1890/13-1108.1,NA,NA,http://dx.doi.org/10.1890/13-1108.1,2013,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
1532,Heroina Island,HERO,48.1,-54.608,-63.394,adelie penguin,9,12,2015,2015,292363,2,nests,uav,article,NA,Multi-modal survey of Adélie penguin mega-colonies reveals the Danger Islands as a seabird hotspot,NA,"Alex Borowicz ""Philip McDowall"" ""Casey Youngflesh"" ""Thomas Sayre-McCord"" ""Gemma Clucas""  ""Rachael Herman"" [7] ""Steve Forrest"" ""Melissa Rider"" ""Mathew R. Schwaller"" ""Tom Hart""  ""St&eacute;phanie Jenouvrier"" ""Michael J. Polito"" [13] ""Hanumant Singh"" ""Heather J. Lynch""",Scientific Reports,10.1038/s41598-018-22313-w,NA,NA,https://doi.org/10.1038/s41598-018-22313-w,2018,"</sub>author  [1] ""Alex Borowicz""        ""Philip McDowall""      ""Casey Youngflesh""     ""Thomas Sayre-McCord""  ""Gemma Clucas""         ""Rachael Herman""        [7] ""Steve Forrest""        ""Melissa Rider""        ""Mathew R. Schwaller""  ""Tom Hart""             ""St&eacute;phanie Jenouvrier"" ""Michael J. Polito""    [13] ""Hanumant Singh""       ""Heather J. Lynch""      </sub>doi [1] ""10.1038/s41598-018-22313-w""  </sub>journal [1] ""Scientific Reports""  </sub>number [1] ""1""  </sub>pages [1] ""3926""  </sub>title [1] ""{Multi-modal survey of Ad&eacute;lie penguin mega-colonies reveals the Danger Islands as a seabird hotspot}""  </sub>volume [1] ""8""  </sub>year [1] ""2018""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.1038/s41598-018-22313-w""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""borowicz2018multi-modal"" attr( ""dateobj"") [1] ""2018-01-01 CST"""
1533,Heroina Island,HERO,48.1,-54.608,-63.394,chinstrap penguin,9,12,2015,2015,14,1,nests,ground,article,NA,Multi-modal survey of Adélie penguin mega-colonies reveals the Danger Islands as a seabird hotspot,NA,"Alex Borowicz ""Philip McDowall"" ""Casey Youngflesh"" ""Thomas Sayre-McCord"" ""Gemma Clucas""  ""Rachael Herman"" [7] ""Steve Forrest"" ""Melissa Rider"" ""Mathew R. Schwaller"" ""Tom Hart""  ""St&eacute;phanie Jenouvrier"" ""Michael J. Polito"" [13] ""Hanumant Singh"" ""Heather J. Lynch""",Scientific Reports,10.1038/s41598-018-22313-w,NA,NA,https://doi.org/10.1038/s41598-018-22313-w,2018,"</sub>author  [1] ""Alex Borowicz""        ""Philip McDowall""      ""Casey Youngflesh""     ""Thomas Sayre-McCord""  ""Gemma Clucas""         ""Rachael Herman""        [7] ""Steve Forrest""        ""Melissa Rider""        ""Mathew R. Schwaller""  ""Tom Hart""             ""St&eacute;phanie Jenouvrier"" ""Michael J. Polito""    [13] ""Hanumant Singh""       ""Heather J. Lynch""      </sub>doi [1] ""10.1038/s41598-018-22313-w""  </sub>journal [1] ""Scientific Reports""  </sub>number [1] ""1""  </sub>pages [1] ""3926""  </sub>title [1] ""{Multi-modal survey of Ad&eacute;lie penguin mega-colonies reveals the Danger Islands as a seabird hotspot}""  </sub>volume [1] ""8""  </sub>year [1] ""2018""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.1038/s41598-018-22313-w""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""borowicz2018multi-modal"" attr( ""dateobj"") [1] ""2018-01-01 CST"""
1534,Heroina Island,HERO,48.1,-54.608,-63.394,gentoo penguin,1,12,1996,1996,215,1,nests,ground,article,NA,Antarctic Site Inventory breeding bird survey data 1994-2013: Ecological Archives E094-243,NA,"Heather J. Lynch ""Ron Naveen"" ""Paula Casanovas""",Ecology,10.1890/13-1108.1,NA,NA,http://dx.doi.org/10.1890/13-1108.1,2013,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
1535,Heroina Island,HERO,48.1,-54.608,-63.394,gentoo penguin,3,2,2006,2005,142,1,chicks,ground,article,NA,Antarctic Site Inventory breeding bird survey data 1994-2013: Ecological Archives E094-243,NA,"Heather J. Lynch ""Ron Naveen"" ""Paula Casanovas""",Ecology,10.1890/13-1108.1,NA,NA,http://dx.doi.org/10.1890/13-1108.1,2013,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
1536,Heroina Island,HERO,48.1,-54.608,-63.394,gentoo penguin,21,1,2009,2008,173,1,chicks,ground,article,NA,Antarctic Site Inventory breeding bird survey data 1994-2013: Ecological Archives E094-243,NA,"Heather J. Lynch ""Ron Naveen"" ""Paula Casanovas""",Ecology,10.1890/13-1108.1,NA,NA,http://dx.doi.org/10.1890/13-1108.1,2013,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
1537,Heroina Island,HERO,48.1,-54.608,-63.394,gentoo penguin,9,12,2015,2015,999,1,nests,ground,article,NA,Multi-modal survey of Adélie penguin mega-colonies reveals the Danger Islands as a seabird hotspot,NA,"Alex Borowicz ""Philip McDowall"" ""Casey Youngflesh"" ""Thomas Sayre-McCord"" ""Gemma Clucas""  ""Rachael Herman"" [7] ""Steve Forrest"" ""Melissa Rider"" ""Mathew R. Schwaller"" ""Tom Hart""  ""St&eacute;phanie Jenouvrier"" ""Michael J. Polito"" [13] ""Hanumant Singh"" ""Heather J. Lynch""",Scientific Reports,10.1038/s41598-018-22313-w,NA,NA,https://doi.org/10.1038/s41598-018-22313-w,2018,"</sub>author  [1] ""Alex Borowicz""        ""Philip McDowall""      ""Casey Youngflesh""     ""Thomas Sayre-McCord""  ""Gemma Clucas""         ""Rachael Herman""        [7] ""Steve Forrest""        ""Melissa Rider""        ""Mathew R. Schwaller""  ""Tom Hart""             ""St&eacute;phanie Jenouvrier"" ""Michael J. Polito""    [13] ""Hanumant Singh""       ""Heather J. Lynch""      </sub>doi [1] ""10.1038/s41598-018-22313-w""  </sub>journal [1] ""Scientific Reports""  </sub>number [1] ""1""  </sub>pages [1] ""3926""  </sub>title [1] ""{Multi-modal survey of Ad&eacute;lie penguin mega-colonies reveals the Danger Islands as a seabird hotspot}""  </sub>volume [1] ""8""  </sub>year [1] ""2018""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.1038/s41598-018-22313-w""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""borowicz2018multi-modal"" attr( ""dateobj"") [1] ""2018-01-01 CST"""
1538,Heroina Island,HERO,48.1,-54.608,-63.394,gentoo penguin,24,12,2023,2023,919,1,nests,ground,Dataset - Unpublished,NA,Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset,NA,Ron Naveen,NA,NA,NA,NA,NA,2023,"</sub>author [1] ""Ron Naveen""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2023""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""asiunpublished"" attr( ""dateobj"") [1] ""2023-01-01 CST"""
